NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
"800,039,996",KUEHNE+ NAGEL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"5,229",SERVICIOS,$1.79,$0.04,$0.38,$0.28,$0.10,"2,022"
"860,516,431","GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$1.78,$0.45,$3.17,$1.22,$1.95,"2,022"
"830,019,189",AIRES LATAM AIRLINES COLOMBIA,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,"5,111",SERVICIOS,$1.78,-$0.42,$0.94,$1.44,-$0.49,"2,022"
"800,149,384",CLINICA COLSANITAS S A,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"8,610",SERVICIOS,$1.77,$0.07,$1.29,$0.73,$0.56,"2,022"
"890,932,389",TERNIUM COLOMBIA S. A. S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,"4,663",COMERCIO,$1.73,$0.04,$1.31,$0.53,$0.77,"2,022"
"891,903,333",CARCAFE LTDA.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,061",MANUFACTURA,$1.71,$0.01,$0.49,$0.41,$0.08,"2,022"
"900,313,349",FAST COLOMBIA,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,"5,111",SERVICIOS,$1.71,-$0.36,$3.38,$4.24,-$0.86,"2,022"
"900,943,243",SURAMERICA COMERCIAL SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"4,719",COMERCIO,$1.70,$0.03,$1.29,$0.72,$0.58,"2,022"
"900,059,238",MAKRO SUPERMAYORISTA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,690",COMERCIO,$1.70,-$0.01,$1.35,$0.72,$0.63,"2,022"
"890,300,406",CARTON COLOMBIA S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"1,701",MANUFACTURA,$1.70,$0.17,$3.37,$1.49,$1.88,"2,022"
"800,035,776",NEXSYS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,651",COMERCIO,$1.70,$0.00,$1.08,$0.91,$0.17,"2,022"
"900,824,185",HP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,659",COMERCIO,$1.69,-$0.09,$1.02,$0.99,$0.03,"2,022"
"900,306,309",ARIS MINING SEGOVIA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,722,MINERO,$1.69,$0.45,$1.40,$0.35,$1.05,"2,022"
"860,525,148",FIDUPREVISORA FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,431",SERVICIOS,$1.68,$0.16,$9.66,$7.64,$2.02,"2,022"
"890,301,886",FABRICA NACIONAL DE AUTOPARTES FANALCA S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"3,091",MANUFACTURA,$1.64,$0.19,$1.56,$0.88,$0.69,"2,022"
"860,029,995",ACERIAS PAZ DE RIO S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,410",MANUFACTURA,$1.64,$0.04,$2.02,$0.96,$1.06,"2,022"
"891,300,382",HARINERA DEL VALLE S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,"1,051",MANUFACTURA,$1.64,$0.05,$1.84,$0.75,$1.09,"2,022"
"900,491,889",MASSER S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"4,731",COMERCIO,$1.62,$0.00,$0.06,$0.05,$0.01,"2,022"
"830,010,738",C.I. SUNSHINE BOUQUET S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$1.61,$0.02,$1.58,$1.15,$0.43,"2,022"
"900,703,240",MAZDA DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$1.61,$0.05,$0.48,$0.24,$0.24,"2,022"
"800,149,149",ALIMENTOS BALANCEADOS TEQUENDAMA S.A. ALBATEQ S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,"1,090",MANUFACTURA,$1.60,$0.01,$0.38,$0.28,$0.10,"2,022"
"830,140,321",HUAWEI TECHNOLOGIES COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,652",COMERCIO,$1.59,$0.04,$1.37,$1.31,$0.06,"2,022"
"860,002,536",COMPAÑÍA COLOMBIANA DE CERAMICA S.AAN,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,393",MANUFACTURA,$1.58,$0.02,$1.51,$0.93,$0.58,"2,022"
"900,466,209",PORSCHE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$1.57,$0.07,$0.77,$0.62,$0.14,"2,022"
"900,087,414",RIOPAILA CASTILLA S.A.,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,"1,071",MANUFACTURA,$1.57,$0.09,$1.37,$0.84,$0.54,"2,022"
"800,186,960",ALTIPAL S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,690",COMERCIO,$1.55,$0.03,$0.50,$0.42,$0.08,"2,022"
"811,036,030",COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"1,082",MANUFACTURA,$1.55,$0.14,$2.60,$1.16,$1.44,"2,022"
"900,327,290",DERCO COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,"4,511",COMERCIO,$1.55,$0.04,$0.75,$0.57,$0.18,"2,022"
"860,000,006",TEAM FOODS COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,032",MANUFACTURA,$1.53,$0.06,$1.18,$0.84,$0.34,"2,022"
"860,001,942",BAYERS.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,021",MANUFACTURA,$1.53,$0.08,$1.11,$0.85,$0.26,"2,022"
"800,167,643",GASES DE OCCIDENTE S.A. E.S.P.,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,"3,520",SERVICIOS,$1.52,$0.13,$1.47,$1.04,$0.44,"2,022"
"830,006,051",DIAGEO COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,632",COMERCIO,$1.52,$0.09,$0.81,$0.71,$0.11,"2,022"
"901,012,419",SUCAFINA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,620",COMERCIO,$1.52,$0.04,$0.46,$0.45,$0.00,"2,022"
"899,999,115",EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P.,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,110",SERVICIOS,$1.52,$0.05,$4.22,$2.01,$2.20,"2,022"
"800,018,359",BEL STAR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,"2,023",MANUFACTURA,$1.52,$0.03,$1.08,$0.65,$0.43,"2,022"
"800,229,035",TECNOGLASS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"2,310",MANUFACTURA,$1.51,$0.18,$1.19,$0.85,$0.34,"2,022"
"830,041,314",DIRECCION DE SANIDAD POLICIA NACIONAL,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,699",SERVICIOS,$1.51,-$0.02,$1.56,$0.59,$0.97,"2,022"
"830,004,993",CASATORO SA BIC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$1.50,$0.06,$0.81,$0.45,$0.37,"2,022"
"890,301,690",INGREDION COLOMBIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"1,052",MANUFACTURA,$1.49,$0.13,$1.06,$0.55,$0.52,"2,022"
"891,300,237",INGENIO DEL CAUCA S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"1,071",MANUFACTURA,$1.48,$0.19,$2.65,$1.13,$1.52,"2,022"
"891,800,111",DIACO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,410",MANUFACTURA,$1.48,$0.17,$1.01,$0.30,$0.71,"2,022"
"900,030,538",LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,651",COMERCIO,$1.48,-$0.03,$0.48,$0.41,$0.07,"2,022"
"800,130,426",GYJ FERRETERIAS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,663",COMERCIO,$1.48,$0.07,$0.88,$0.47,$0.40,"2,022"
"811,014,994",COMPAÑÍA DE GALLETAS NOEL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"1,089",MANUFACTURA,$1.47,$0.20,$3.14,$0.98,$2.16,"2,022"
"860,047,657",INCHCAPE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$1.46,$0.06,$0.91,$0.55,$0.36,"2,022"
"890,916,911",INDUSTRIA COLOMBIANA DE MOTOCICLETAS YAMAHA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,"3,091",MANUFACTURA,$1.45,$0.08,$0.93,$0.33,$0.60,"2,022"
"800,000,946",PROCTER & GAMBLE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,649",COMERCIO,$1.42,$0.03,$0.69,$0.42,$0.27,"2,022"
"830,025,448",GRUPO BOLIVAR S. A.,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,492",SERVICIOS,$1.39,$1.18,$14.91,$1.76,$13.14,"2,022"
"800,148,312",CÓNDOR SPECIALTY COFFEE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,061",MANUFACTURA,$1.39,$0.02,$0.51,$0.47,$0.04,"2,022"
"890,300,431",CABLES DE ENERGIA Y DE TELECOMUNICACIONES S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"2,731",MANUFACTURA,$1.39,$0.00,$0.94,$0.78,$0.16,"2,022"
"860,015,753",COLOMBIANA KIMBERLY COLPAPEL S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA-ANTIOQUIA,"1,709",MANUFACTURA,$1.37,-$0.16,$2.34,$1.16,$1.17,"2,022"
"860,074,450",QUALA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,089",MANUFACTURA,$1.37,$0.00,$1.44,$0.66,$0.78,"2,022"
"890,101,815",JOHNSON & JOHNSON DE COLOMBIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"2,023",MANUFACTURA,$1.37,$0.06,$0.65,$0.36,$0.28,"2,022"
"830,018,214",MPS MAYORISTA DE COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,651",COMERCIO,$1.36,$0.01,$0.42,$0.38,$0.04,"2,022"
"830,037,774",DRUMMOND COAL MINING LLC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,$1.36,$0.36,$1.08,$0.25,$0.83,"2,022"
"819,004,712",C.I. TEQUENDAMA S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,"1,032",MANUFACTURA,$1.35,$0.12,$1.33,$1.04,$0.29,"2,022"
"805,001,157",SERVICIO OCCIDENTAL DE SALUD EPS SOS S.A.,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,"8,430",SERVICIOS,$1.35,-$0.27,$0.29,$0.79,-$0.50,"2,022"
"860,013,771",AJOVER DARNEL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,229",MANUFACTURA,$1.34,$0.07,$1.66,$1.05,$0.61,"2,022"
"900,104,517",BIO D S.A. USUARIO OPERADOR DE ZONA FRANCA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,"2,029",MANUFACTURA,$1.34,$0.08,$0.46,$0.23,$0.23,"2,022"
"811,025,289",NOVAVENTA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,799",COMERCIO,$1.34,$0.07,$0.44,$0.24,$0.21,"2,022"
"890,324,177",FUNDACION VALLE DEL LILI,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,"8,621",SERVICIOS,$1.33,$0.11,$1.61,$0.63,$0.98,"2,022"
"811,011,779",RENTING COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"7,710",SERVICIOS,$1.33,$0.14,$2.91,$2.34,$0.57,"2,022"
"890,900,281",INDUSTRIAS HACEB S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,COPACABANA -ANTIOQUIA,"2,750",MANUFACTURA,$1.33,$0.04,$0.97,$0.63,$0.34,"2,022"
"860,051,812",HALLIBURTON LATIN AMERICA S.R.L. SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.33,$0.02,$0.87,$0.30,$0.56,"2,022"
"900,118,612",CI MEPRECOL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,662",COMERCIO,$1.32,$0.01,$0.03,$0.00,$0.03,"2,022"
"901,351,676",GRUPO BICENTENARIO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,010",SERVICIOS,$1.31,$1.29,$11.72,$0.03,$11.69,"2,022"
"900,134,430",NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,190",SERVICIOS,$1.31,$0.02,$0.97,$0.92,$0.05,"2,022"
"891,300,238",INGENIO PROVINCIA S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"1,071",MANUFACTURA,$1.30,$0.23,$1.39,$0.57,$0.82,"2,022"
"830,078,966",METROKIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$1.27,$0.10,$0.71,$0.28,$0.43,"2,022"
"900,335,237",GRAN TIERRA COLOMBIA INC SUCURSAL,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$1.27,$0.15,$2.06,$0.62,$1.44,"2,022"
"800,249,942",COLOMBIANA DE LICITACIONES Y CONCESIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"8,299",SERVICIOS,$1.27,$1.18,$9.26,$3.01,$6.25,"2,022"
"860,000,452",MANUFACTURAS ELIOT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,312",MANUFACTURA,$1.27,$0.05,$1.45,$1.09,$0.36,"2,022"
"830,065,063",LG ELECTRONICS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,644",COMERCIO,$1.27,$0.05,$0.54,$0.43,$0.11,"2,022"
"890,400,869",SURTIDORA DE GAS DEL CARIBE S.A. E.S.P.,SUPERFINANCIERA,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,"3,520",SERVICIOS,$1.26,$0.11,$1.90,$1.09,$0.81,"2,022"
"800,091,549",IMPRESISTEM SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,651",COMERCIO,$1.25,$0.01,$0.42,$0.36,$0.06,"2,022"
"890,800,718",SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,"4,690",COMERCIO,$1.25,$0.06,$1.01,$0.49,$0.51,"2,022"
"860,001,307",DISTRIBUIDORA NISSAN S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$1.25,$0.10,$0.99,$0.47,$0.52,"2,022"
"860,002,175",SCHLUMBERGER SURENCO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.25,-$0.05,$1.64,$0.39,$1.25,"2,022"
"900,561,761",INGRAM MICRO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,"4,651",COMERCIO,$1.23,$0.00,$0.64,$0.55,$0.09,"2,022"
"890,903,024",COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUNARIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"4,511",COMERCIO,$1.23,$0.07,$1.09,$0.83,$0.26,"2,022"
"815,000,863",AVIDESA DE OCCIDENTE S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,BUGA-VALLE,145,AGROPECUARIO,$1.22,$0.08,$0.48,$0.17,$0.30,"2,022"
"890,301,960",CARVAJAL PULPA Y PAPEL S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"1,701",MANUFACTURA,$1.22,$0.07,$1.02,$0.59,$0.43,"2,022"
"900,319,372",RED CARNICA SAS,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,CIENAGA DE ORO-CORDOBA,"1,011",MANUFACTURA,$1.21,-$0.07,$0.59,$0.50,$0.09,"2,022"
"900,473,830",GUNVOR COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,661",COMERCIO,$1.21,$0.01,$0.39,$0.37,$0.02,"2,022"
"900,136,638",CERVECERIA DEL VALLE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,103",MANUFACTURA,$1.21,$0.24,$1.30,$0.70,$0.60,"2,022"
"800,185,295",AMARILO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,111",CONSTRUCCIÓN,$1.20,$0.05,$3.93,$2.62,$1.32,"2,022"
"900,023,333",AMOV COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,190",SERVICIOS,$1.19,$1.34,$6.75,$0.09,$6.66,"2,022"
"830,002,366",BIMBO DE COLOMBIA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"1,081",MANUFACTURA,$1.19,$0.00,$0.79,$0.45,$0.34,"2,022"
"860,014,659",DOW QUIMICA DE COLOMBIA S.A..,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"2,013",MANUFACTURA,$1.17,$0.02,$0.60,$0.38,$0.22,"2,022"
"890,302,594",MAYAGUEZ S A,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,"1,071",MANUFACTURA,$1.17,$0.22,$1.75,$0.92,$0.83,"2,022"
"900,553,170",EMBOTELLADORA DE LA SABANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,"1,104",MANUFACTURA,$1.16,$0.08,$1.05,$0.32,$0.73,"2,022"
"900,411,999",COFCO INTERNATIONAL COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,620",COMERCIO,$1.16,-$0.00,$0.20,$0.23,-$0.03,"2,022"
"860,004,922",PRODUCTOS NATURALES DE LA SABANA S.A.S BIC,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,"1,040",MANUFACTURA,$1.15,-$0.01,$0.64,$0.59,$0.05,"2,022"
"901,174,177",NITROFERT SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"4,664",COMERCIO,$1.15,$0.00,$0.66,$0.65,$0.01,"2,022"
"890,900,118",CRISTALERIA PELDAR S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,"2,310",MANUFACTURA,$1.15,$0.35,$1.37,$0.63,$0.75,"2,022"
"890,106,527",PROCAPS S.A,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"2,100",MANUFACTURA,$1.13,$0.04,$1.97,$1.64,$0.33,"2,022"
"830,039,670",DIRECCION GENERAL DE SANIDAD MILITAR,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"6,511",SERVICIOS,$1.13,-$0.05,$0.76,$0.32,$0.43,"2,022"
"800,206,842",BAKER HUGHES DE COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$1.13,$0.05,$0.78,$0.27,$0.51,"2,022"
"900,203,441",OLEODUCTO DE LOS LLANOS ORIENTALES S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,930",SERVICIOS,$1.13,$0.52,$1.41,$0.59,$0.82,"2,022"
"860,056,150",BASF QUIMICA COLOMBIANA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,664",COMERCIO,$1.12,$0.02,$0.59,$0.51,$0.09,"2,022"
"830,012,157",THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"7,020",SERVICIOS,$1.12,$0.29,$0.67,$0.16,$0.50,"2,022"
"800,141,506",THE ELITE FLOWER SAS CI,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,620",COMERCIO,$1.11,$0.05,$0.89,$0.48,$0.40,"2,022"
"900,780,755",FORD MOTOR COLOMBIA S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,511",COMERCIO,$1.10,$0.09,$0.47,$0.38,$0.09,"2,022"
"901,249,413",AUTECO MOBILITY SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,"3,091",MANUFACTURA,$1.09,-$0.02,$0.93,$0.84,$0.09,"2,022"
"860,003,216",PRODUCTOS ROCHE S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,645",COMERCIO,$1.09,$0.02,$0.74,$0.32,$0.43,"2,022"
"800,134,853",ESENTTIA MASTERBATCH LTDA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,"2,013",MANUFACTURA,$1.09,$0.29,$0.58,$0.14,$0.45,"2,022"
"900,277,370",ISHOP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,"4,741",COMERCIO,$1.08,$0.03,$0.19,$0.18,$0.01,"2,022"
"890,801,748",MABE COLOMBIA S.A.S,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,"2,750",MANUFACTURA,$1.08,$0.02,$0.59,$0.33,$0.26,"2,022"
"900,232,454",LÍNEA AÉREA CARGUERA DE COLOMBIA S. A. LANCO,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,"5,111",SERVICIOS,$1.08,-$0.04,$3.07,$2.53,$0.53,"2,022"
"900,114,676",MINEX COMPAÑIA INTERNACIONAL SAS CI,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,"4,661",COMERCIO,$1.08,$0.03,$0.16,$0.15,$0.01,"2,022"
